doc_id,sentence_id,amr_string
0,0_10,"# ::tok We have provided many of the answers needed – on financial assistance to Member States facing exceptional circumstances , on economic governance , on financial regulation , on growth and jobs .
# ::alignments w~0 p~2 m~3 a2~6 n~7 f2~10 a3~11 h~13 m2~13 s~14 f~15 e2~16 c~17 e~20 g~21 f3~24 r~25 g2~28 a~29 j~30
(p / provide-01
    :ARG0 (w / we)
    :ARG1 (a2 / answer-01
        :quant (m / many)
        :ARG1-of (n / need-01)
        :ARG2 (a / and
            :op1 (a3 / assist-01
                :ARG1 (s / state
                    :ARG0-of (h / have-org-role-91
                        :ARG2 (m2 / member))
                    :ARG0-of (f / face-01
                        :ARG1 (c / circumstance
                            :mod (e2 / exceptional))))
                :ARG2 (f2 / finance))
            :op2 (g / govern-01
                :ARG1 (e / economy))
            :op3 (r / regulate-01
                :ARG1 (f3 / finance))
            :op4 (g2 / grow-01)
            :op5 (j / job))))
"
0,0_11,"# ::tok And we have been able to build a base camp from which to modernise our economies .
# ::alignments a~0 w~1 p~4 b2~6 b~8 c~9 m~13 e~15
(a / and
    :op2 (p / possible-01
        :ARG1 (b2 / build-01
            :ARG0 (w / we)
            :ARG1 (c / camp
                :mod (b / base)
                :source-of (m / modernize-01
                    :ARG0 w
                    :ARG1 (e / economy
                        :poss w))))))
"
0,0_12,"# ::tok Europe has shown it will stand up and be counted .
# ::alignments c~0 n~0 0~0 s~2 s2~5 a~7 c2~9
(s / show-01
    :ARG0 (c / continent
        :name (n / name
            :op1 ""Europe""))
    :ARG1 (a / and
        :op1 (s2 / stand-up-07
            :ARG1 c)
        :op2 (c2 / count-01
            :ARG1 c)))
"
0,0_13,"# ::tok Those who predicted the demise of the European Union were proved wrong .
# ::alignments p~0 p2~2 d~4 o~7 n~7 0~7 1~8 p3~10 w~11
(p3 / prove-01
    :ARG1 (w / wrong-04
        :ARG1 (p / person
            :ARG0-of (p2 / predict-01
                :ARG1 (d / demise
                    :poss (o / organization
                        :name (n / name
                            :op1 ""European""
                            :op2 ""Union"")))))))
"
0,0_14,"# ::tok The European institutions and the Member States have demonstrated leadership .
# ::alignments c~1 n~1 0~1 i~2 a~3 h~5 m~5 s~6 d~8 l~9
(d / demonstrate-01
    :ARG0 (a / and
        :op1 (i / institution
            :mod (c / continent
                :name (n / name
                    :op1 ""Europe"")))
        :op2 (s / state
            :ARG0-of (h / have-org-role-91
                :ARG2 (m / member))))
    :ARG1 (l / lead-02
        :ARG0 a))
"
0,0_15,"# ::tok My message to each and every European is that you can trust the European Union to do what it takes to secure your future .
# ::alignments i~0 m~1 e~3 e2~5 c~6 n~6 0~6 y~9 p~10 t3~11 o~13 n2~13 1~13 2~14 d~16 t2~17 t~19 s~21 f~23
(m / message-01
    :ARG0 (i / i)
    :ARG1 (p / possible-01
        :ARG1 (t3 / trust-02
            :ARG0 (y / you
                :mod (c / continent
                    :name (n / name
                        :op1 ""Europe""))
                :mod (e2 / every)
                :mod (e / each))
            :ARG1 (d / do-02
                :ARG0 (o / organization
                    :name (n2 / name
                        :op1 ""European""
                        :op2 ""Union""))
                :ARG1 (t2 / thing
                    :ARG1-of (t / take-10
                        :purpose (s / secure-02
                            :ARG0 o
                            :ARG1 (f / future
                                :poss y))
                        :ARG0 o)))))
    :ARG2 y)
"
0,0_16,"# ::tok The economic outlook in the European Union today is better than one year ago , not least as a result of our determined action .
# ::alignments e~1 o2~2 o~5 n~5 2~5 3~6 t2~7 g~9 m~10 1~11 t~12 y~12 b~13 n2~13 0~15 l~16 r~19 w~21 d~22 a~23
(g / good-02
    :ARG1 (o2 / outlook
        :mod (e / economy)
        :poss (o / organization
            :name (n / name
                :op1 ""European""
                :op2 ""Union""))
        :time (t2 / today))
    :ARG2-of (r / result-01
        :ARG1 (a / act-02
            :ARG0 (w / we)
            :ARG1-of (d / determine-01
                :ARG0 w))
        :mod (l / least
            :polarity -))
    :compared-to (b / before
        :quant (t / temporal-quantity
            :quant 1
            :unit (y / year))
        :op1 (n2 / now))
    :degree (m / more))
"
0,0_17,"# ::tok The recovery is gathering pace , albeit unevenly within the Union .
# ::alignments r~1 g~3 p~4 e~7 0~7 o~10 n~10 1~10
(g / gather-01
    :ARG0 (r / recover-01)
    :ARG1 (p / pace)
    :concession (e / even
        :polarity -)
    :location (o / organization
        :name (n / name
            :op1 ""Union"")))
"
0,0_18,"# ::tok Growth this year will be higher than initially forecast .
# ::alignments g~0 t~1 y~2 h~5 m~6 i~7 f~8
(h / high-02
    :ARG1 (g / grow-01
        :time (y / year
            :mod (t / this)))
    :compared-to (f / forecast-01
        :ARG1 g
        :time (i / initial))
    :degree (m / more))
"
0,0_19,"# ::tok The unemployment rate , whilst still much too high , has stopped increasing .
# ::alignments 0~0 e~1 r~2 s~5 m~6 t~7 h~8 s2~11 i~12
(s2 / stop-01
    :ARG1 (i / increase-01
        :ARG1 (r / rate-01
            :ARG1 (e / employ-01
                :polarity -)))
    :concession (h / high-02
        :ARG1 r
        :degree (t / too
            :degree (m / much))
        :mod (s / still)))
"
0,0_20,"# ::tok Clearly , uncertainties and risks remain , not least outside the European Union .
# ::alignments c2~0 c~2 0~2 a~3 r2~4 r~5 1~7 l~8 o2~9 o~11 n~11 2~11 3~12
(r / remain-01
    :ARG1 (a / and
        :op1 (c / certainty
            :polarity -)
        :op2 (r2 / risk-01))
    :ARG1-of (c2 / clear-06)
    :location (o2 / outside
        :mod (l / least
            :polarity -)
        :op1 (o / organization
            :name (n / name
                :op1 ""European""
                :op2 ""Union""))))
"
0,0_21,"# ::tok We should be under no illusions .
# ::alignments w~0 r~1 0~4 i~5
(r / recommend-01
    :ARG1 (i / illusion
        :domain (w / we)
        :polarity -))
"
0,0_22,"# ::tok Our work is far from finished .
# ::alignments w~0 w2~1 f~3 0~4 f2~5
(f2 / finish-01
    :ARG1 (w2 / work-01
        :ARG0 (w / we))
    :degree (f / far)
    :polarity -)
"
0,0_23,"# ::tok There is no room for complacency .
# ::alignments 0~2 r~3 c~5
(r / room
    :purpose (c / complacency)
    :polarity -)
"
0,0_24,"# ::tok Budgetary expansion played its role to counter the decline in economic activity .
# ::alignments b~0 e2~1 p~2 r~4 c~6 d~8 e~10 a~11
(p / play-02
    :ARG0 (e2 / expand-01
        :ARG1 (b / budget))
    :ARG1 (r / role
        :purpose (c / counter-01
            :ARG0 e2
            :ARG1 (d / decline-01
                :ARG1 (a / activity-06
                    :ARG1 (e / economy))))
        :poss e2))
"
0,0_25,"# ::tok But it is now time to exit .
# ::alignments c~0 n~3 t~4 e~6
(c / contrast-01
    :ARG2 (t / time
        :time (n / now)
        :time-of (e / exit-01)))
"
0,0_26,"# ::tok Without structural reforms , we will not create sustainable growth .
# ::alignments s~1 r~2 w~4 p~5 0~6 c~7 s2~8 g~9 1~10
(c / create-01
    :ARG0 (w / we)
    :ARG1 (g / grow-01
        :ARG1-of (s2 / sustain-01
            :ARG1-of (p / possible-01)))
    :condition (r / reform-01
        :ARG1 (s / structure)
        :polarity -)
    :polarity -)
"
0,0_27,"# ::tok We must use the next 12 months to accelerate our reform agenda .
# ::alignments w~0 o~1 u~2 n~4 0~5 t~6 m~6 a~8 r~10 a2~11
(o / obligate-01
    :ARG1 (w / we)
    :ARG2 (u / use-01
        :ARG0 w
        :ARG1 (t / temporal-quantity
            :quant 12
            :mod (n / next)
            :unit (m / month))
        :ARG2 (a / accelerate-01
            :ARG0 w
            :ARG1 (a2 / agenda
                :poss w
                :topic (r / reform-01)))))
"
0,0_28,"# ::tok Now is the time to modernise our social market economy so that it can compete globally and respond to the challenge of demography .
# ::alignments n~0 t~3 m2~5 w~6 s~7 m~8 e~9 p~13 c2~14 g~15 a~16 r~17 c~20 d~22
(t / time
    :domain (n / now)
    :time-of (m2 / modernize-01
        :purpose (p / possible-01
            :ARG1 (a / and
                :op1 (c2 / compete-02
                    :ARG0 (e / economy
                        :mod (m / market
                            :mod (s / social))
                        :poss (w / we))
                    :ARG3 (g / globe))
                :op2 (r / respond-01
                    :ARG0 e
                    :ARG1 (c / challenge-01
                        :ARG2 (d / demography)))))
        :ARG1 e))
"
0,0_29,"# ::tok Now is the time to make the right investments for our future .
# ::alignments n~0 t~3 r~7 i~8 w~10 f~11
(t / time
    :domain (n / now)
    :time-of (i / invest-01
        :ARG1-of (r / right-02)
        :ARG2 (f / future
            :poss (w / we))))
"
0,0_30,"# ::tok This is Europe 's moment of truth .
# ::alignments t~0 c~2 n~2 0~2 m~4 t2~6
(m / moment
    :domain (t / this)
    :poss (c / continent
        :name (n / name
            :op1 ""Europe""))
    :time-of (t2 / true-01))
"
0,0_31,"# ::tok Europe must show it is more than 27 different national solutions .
# ::alignments c~0 n~0 1~0 o~1 s~2 m~5 0~7 d~8 n2~9 s2~10
(o / obligate-01
    :ARG1 (c / continent
        :name (n / name
            :op1 ""Europe""))
    :ARG2 (s / show-01
        :ARG0 c
        :ARG1 (s2 / solution
            :quant (m / more-than
                :op1 27)
            :ARG1-of (d / differ-02)
            :mod (n2 / nation))))
"
0,0_32,"# ::tok We either swim together , or sink separately .
# ::alignments w~0 o~1 s3~2 t~3 s2~6 s~7
(o / or
    :op1 (s3 / swim-01
        :ARG0 (w / we)
        :manner (t / together))
    :op2 (s2 / sink-01
        :ARG1 w
        :manner (s / separate-02
            :ARG1 w)))
"
0,0_33,"# ::tok We will only succeed if , whether acting nationally , regionally or locally we think European .
# ::alignments w~0 o~2 s~3 r~6 a~7 n2~8 r2~10 o2~11 l~12 t~14 c~15 n~15 0~15
(s / succeed-01
    :ARG0 (w / we)
    :condition (t / think-01
        :ARG0 w
        :ARG1 (c / continent
            :name (n / name
                :op1 ""Europe""))
        :ARG1-of (r / regardless-91
            :ARG2 (a / act-02
                :ARG0 w
                :manner (o2 / or
                    :op1 (n2 / nation)
                    :op2 (r2 / region)
                    :op3 (l / local-02)))))
    :mod (o / only))
"
0,0_34,"# ::tok Today , I will set out what I see as the priorities for our work together over the coming year .
# ::alignments t2~0 i~2 s2~4 t~6 s~8 p~11 w~13 w2~14 t3~15 c~18 y~19
(s2 / set-out-06
    :ARG0 (i / i)
    :ARG1 (t / thing
        :ARG1-of (s / see-01
            :ARG0 i
            :ARG2 (p / priority
                :beneficiary (w2 / work-01
                    :ARG0 (w / we)
                    :manner (t3 / together)
                    :time (y / year
                        :ARG1-of (c / come-01))))))
    :time (t2 / today))
"
0,0_35,"# ::tok I cannot now cover every issue of European policy or initiative we will take .
# ::alignments i~0 p2~1 n2~2 c2~3 e~4 i3~5 0~6 c~7 n~7 1~7 p~8 o~9 i2~10 w~11
(p2 / possible-01
    :ARG1 (c2 / cover-03
        :ARG0 (i / i)
        :ARG1 (i3 / issue-02
            :ARG0 (o / or
                :op1 (p / policy-01
                    :ARG0 (c / continent
                        :name (n / name
                            :op1 ""Europe"")))
                :op2 (i2 / initiate-01
                    :ARG0 c
                    :ARG0 (w / we)))
            :mod (e / every))
        :time (n2 / now))
    :polarity -)
"
0,0_36,"# ::tok I am sending you through President Buzek a more complete programme document .
# ::alignments i~0 s~2 y~3 h~5 p2~5 p~6 n~6 0~6 m~8 c~9 p3~10 d~11
(s / send-01
    :ARG0 (i / i)
    :ARG1 (d / document
        :ARG1-of (c / complete-02
            :degree (m / more))
        :topic (p3 / program))
    :ARG2 (y / you)
    :path (p / person
        :name (n / name
            :op1 ""Buzek"")
        :ARG0-of (h / have-org-role-91
            :ARG2 (p2 / president))))
"
0,0_37,"# ::tok Essentially , I see five major challenges for the Union over the next year : dealing with the economic crisis and governance ; restoring growth for jobs by accelerating the Europe 2020 reform agenda ; building an area of freedom , justice and security ; launching negotiations for a modern EU budget , and pulling our weight on the global stage .
# ::alignments e2~0 i~2 s2~3 1~4 m~5 c~6 o~9 n~9 3~9 n4~12 y~13 d2~15 e~18 c3~19 a3~20 g2~21 a4~22 r2~23 g3~24 j~26 a~28 c2~30 n2~30 2~30 d~31 0~31 r~32 a2~33 a5~34 b2~35 a6~37 f~39 j2~41 s~43 l~45 n3~46 m2~49 b~51 p~54 w~55 w2~56 g~59 s3~60
(s2 / see-01
    :ARG0 (i / i)
    :ARG1 (c / challenge-01
        :quant 5
        :ARG1 (o / organization
            :name (n / name
                :op1 ""Union""))
        :ARG1-of (m / major-02)
        :ARG2 (a3 / and
            :op1 (d2 / deal-01
                :ARG0 o
                :ARG2 (a5 / and
                    :op1 (c3 / crisis
                        :mod (e / economy))
                    :op2 (g2 / govern-01)))
            :op2 (r2 / restore-01
                :ARG0 o
                :ARG1 (g3 / grow-01
                    :ARG1 (j / job))
                :manner (a / accelerate-01
                    :ARG0 o
                    :ARG1 (a2 / agenda
                        :topic (r / reform-01
                            :ARG1 (c2 / continent
                                :name (n2 / name
                                    :op1 ""Europe""))
                            :time (d / date-entity
                                :year 2020)))))
            :op3 (b2 / build-01
                :ARG0 o
                :ARG1 (a6 / area
                    :consist-of (a4 / and
                        :op1 (f / free-04)
                        :op2 (j2 / justice)
                        :op3 (s / security))))
            :op4 (l / launch-01
                :ARG0 o
                :ARG1 (n3 / negotiate-01
                    :ARG2 (b / budget
                        :ARG1-of (m2 / modern-02)
                        :poss o)))
            :op5 (p / pull-01
                :ARG0 o
                :ARG1 (w2 / weight
                    :poss (w / we))
                :ARG2 (s3 / stage
                    :mod (g / globe))))
        :time (y / year
            :mod (n4 / next)))
    :mod (e2 / essential))
"
0,0_38,"# ::tok Let me start with the economic crisis and governance .
# ::alignments l~0 i~1 s~2 0~3 y~4 e~5 c~6 a~7 g~8
(l / let-01
    :ARG0 (y / you)
    :ARG1 (s / start-01
        :ARG0 (i / i)
        :ARG2 (a / and
            :op1 (c / crisis
                :mod (e / economy))
            :op2 (g / govern-01)))
    :mode imperative)
"
0,0_39,"# ::tok Earlier this year , we acted decisively when euro area members and the euro itself needed our help .
# ::alignments e~0 m2~0 t~1 y~2 w~4 a~5 d~6 o~8 n~8 1~8 0~8 c~10 h~10 m~10 a2~11 e2~13 n2~15 h2~17
(a / act-02
    :ARG0 (w / we)
    :manner (d / decisive)
    :time (e / early
        :degree (m2 / more)
        :op1 (y / year
            :mod (t / this)))
    :time (n2 / need-01
        :ARG0 (a2 / and
            :op1 (c / country
                :ARG0-of (h / have-org-role-91
                    :ARG1 (o / organization
                        :name (n / name
                            :op1 ""euro""
                            :op2 ""Area""))
                    :ARG2 (m / member)))
            :op2 (e2 / euro))
        :ARG1 (h2 / help-01
            :ARG0 w
            :ARG2 a2)))
"
0,0_40,"# ::tok We have learned hard lessons .
# ::alignments w~0 l~2 h~3 l2~4
(l / learn-01
    :ARG0 (w / we)
    :ARG1 (l2 / lesson
        :ARG1-of (h / hard-02)))
"
0,0_41,"# ::tok Now we are making important progress on economic governance .
# ::alignments n~0 w~1 i~4 p~5 e~7 g~8
(p / progress-01
    :ARG1 (w / we)
    :ARG1 (g / govern-01
        :ARG1 (e / economy))
    :mod (i / important)
    :time (n / now))
"
0,0_42,"# ::tok The Commission has put its ideas on the table in May and in June .
# ::alignments c~1 i~5 t~8 d~10 0~10 a~11 d2~13 1~13
(t / table-01
    :ARG0 (c / commission)
    :ARG1 (i / idea
        :poss c)
    :time (a / and
        :op1 (d / date-entity
            :month 5)
        :op2 (d2 / date-entity
            :month 6)))
"
0,0_43,"# ::tok They have been well received , in this Parliament , and in the Task Force chaired by President of the European Council .
# ::alignments t~0 w~3 r~4 t2~7 o~8 n~8 3~8 a~10 o2~13 n2~13 4~13 2~14 c~15 p~16 p2~17 h~18 o3~20 n3~20 1~20 0~21
(r / receive-01
    :ARG1 (t / they)
    :location (a / and
        :op1 (o / organization
            :name (n / name
                :op1 ""Parliament"")
            :mod (t2 / this))
        :op2 (o2 / organization
            :name (n2 / name
                :op1 ""Task""
                :op2 ""Force"")
            :ARG1-of (c / chair-01
                :ARG0 (p / person
                    :ARG0-of (h / have-org-role-91
                        :ARG1 (o3 / organization
                            :name (n3 / name
                                :op1 ""European""
                                :op2 ""Council""))
                        :ARG2 (p2 / president))))))
    :manner (w / well-09))
"
0,0_44,"# ::tok They are the basis around which a consensus is being developed .
# ::alignments t~0 b~3 c~7 d~10
(b / base-02
    :ARG1 (d / develop-02
        :ARG1 (c / consensus))
    :ARG2 (t / they))
"
0,0_45,"# ::tok We will present the most urgent legislative proposals on 29 September , so as not to lose the momentum .
# ::alignments w~0 p~2 m2~4 u~5 l~6 t~7 p2~7 d~9 1~9 2~9 0~14 l2~16 m~18
(p / present-01
    :purpose (l2 / lose-02
        :ARG0 (w / we)
        :ARG1 (m / momentum)
        :polarity -)
    :ARG0 w
    :ARG1 (t / thing
        :ARG1-of (l / legislate-01)
        :ARG1-of (p2 / propose-01)
        :mod (u / urgent
            :degree (m2 / most)))
    :time (d / date-entity
        :day 29
        :month 9))
"
0,0_46,"# ::tok Unsustainable budgets make us vulnerable .
# ::alignments s~0 b~1 m~2 w~3 v~4 p~5
(m / make-02
    :ARG0 (b / budget
        :ARG1-of (s / sustain-01
            :ARG1-of (p / possible-01)))
    :ARG1 (v / vulnerable
        :domain (w / we)))
"
0,0_47,"# ::tok Debt and deficit lead to boom and bust .
# ::alignments d~0 a~1 d2~2 l~3 b~5 a2~6 b2~7
(l / lead-03
    :ARG0 (a2 / and
        :op1 (d / debt)
        :op2 (d2 / deficit))
    :ARG2 (a / and
        :op1 (b / boom-02)
        :op2 (b2 / bust-06)))
"
0,0_48,"# ::tok And they unravel the social safety net .
# ::alignments a~0 t~1 u~2 s2~4 s~5 n~6
(a / and
    :op2 (u / unravel-01
        :ARG0 (t / they)
        :ARG1 (n / net
            :purpose (s / safe-01
                :ARG1 (s2 / society)))))
"
0,0_49,"# ::tok Money that 's spent on servicing debt is money that cannot be spent on the social good .
# ::alignments m~0 s3~3 s~5 d~6 0~9 p~10 s4~12 s2~15 g~16
(m / money
    :ARG3-of (s3 / spend-01
        :ARG1 (s / serve-01
            :ARG1 (d / debt)))
    :ARG3-of (s4 / spend-01
        :ARG1 (g / good-04
            :ARG1 (s2 / society))
        :ARG1-of (p / possible-01
            :polarity -)))
"
0,0_50,"# ::tok Nor to prepare ourselves for the costs of an ageing population .
# ::alignments 0~0 p2~2 w~3 c~6 a~9 p~10
(p2 / prepare-02
    :ARG0 (w / we
        :ARG1-of p2)
    :ARG2 (c / cost-01
        :ARG1 (p / population
            :ARG1-of (a / age-01)))
    :polarity -)
"
0,0_51,"# ::tok A debt generation makes an unsustainable nation .
# ::alignments d~1 g~2 m~3 p~4 s~5 n~6 0~7
(m / make-02
    :ARG0 (g / generate-01
        :ARG1 (d / debt))
    :ARG1 (n / nation
        :ARG1-of (s / sustain-01
            :ARG1-of (p / possible-01
                :polarity -))))
"
0,0_52,"# ::tok Our proposals will strengthen the Stability and Growth Pact through increased surveillance and enforcement .
# ::alignments w~0 t~1 p~1 s~3 t2~5 n~5 2~5 3~6 0~7 1~8 i~10 s2~11 a~12 e~13
(s / strengthen-01
    :ARG0 (t / thing
        :ARG1-of (p / propose-01
            :ARG0 (w / we)))
    :ARG1 (t2 / treaty
        :name (n / name
            :op1 ""Stability""
            :op2 ""and""
            :op3 ""Growth""
            :op4 ""Pact""))
    :manner (i / increase-01
        :ARG1 (a / and
            :op1 (s2 / surveil-01)
            :op2 (e / enforce-01))))
"
0,0_53,"# ::tok And we need to tackle severe macro - economic imbalances , especially in the Euro area .
# ::alignments a~0 w~1 n2~2 t~4 s~5 m~6 e~8 b~9 0~10 e2~11 o~14 n~14 2~14 1~14
(a / and
    :op2 (n2 / need-01
        :ARG0 (w / we)
        :ARG1 (t / tackle-01
            :ARG0 w
            :ARG1 (b / balance-01
                :ARG1 (e / economy
                    :mod (m / macro))
                :location (o / organization
                    :name (n / name
                        :op1 ""Euro""
                        :op2 ""Area"")
                    :mod (e2 / especially))
                :mod (s / severe)
                :polarity -))))
"
0,0_54,"# ::tok That is why we have made proposals early on to detect asset bubbles , lack of competitiveness and other sources of imbalances .
# ::alignments t~0 c~2 w~3 p~6 e~7 d~10 a2~11 b2~12 l~14 c2~16 a~17 o~18 t2~19 s~19 0~20 b~21
(c / cause-01
    :ARG0 (t / that)
    :ARG1 (p / propose-01
        :ARG0 (w / we)
        :ARG1 (d / detect-01
            :ARG0 w
            :ARG1 (a / and
                :op1 (b2 / bubble
                    :mod (a2 / asset))
                :op2 (l / lack-01
                    :ARG1 (c2 / competitiveness))
                :op3 (t2 / thing
                    :ARG0-of (s / source-02
                        :ARG1 (b / balance-01
                            :polarity -))
                    :mod (o / other))))
        :time (e / early)))
"
0,0_55,"# ::tok I now see a willingness of governments to accept stronger monitoring , backed up by incentives for compliance and earlier sanctions .
# ::alignments i~0 n~1 s2~2 w~4 g2~6 g~6 m2~7 a~8 s3~9 m~10 b~12 t~15 i2~15 c~17 a2~18 e~19 m3~19 t2~20 s~20
(s2 / see-01
    :ARG0 (i / i)
    :ARG1 (w / will-02
        :ARG0 (g2 / government-organization
            :ARG0-of (g / govern-01))
        :ARG1 (a / accept-01
            :ARG0 g2
            :ARG1 (m / monitor-01
                :ARG1-of (s3 / strong-02
                    :degree (m2 / more))))
        :ARG1-of (b / back-up-04
            :ARG0 (a2 / and
                :op1 (t / thing
                    :ARG0-of (i2 / incentivize-01
                        :ARG2 (c / comply-01)))
                :op2 (t2 / thing
                    :ARG2-of (s / sanction-02
                        :time (e / early
                            :degree (m3 / more)))))))
    :time (n / now))
"
0,0_56,"# ::tok The Commission will strengthen its role as independent referee and enforcer of the new rules .
# ::alignments c~1 s~3 r2~5 0~6 d~7 p~8 r~8 a~9 e~10 n~13 r3~14
(s / strengthen-01
    :ARG0 (c / commission)
    :ARG1 (r2 / role
        :mod (a / and
            :op1 (p / person
                :ARG0-of (d / depend-01
                    :polarity -)
                :ARG0-of (r / referee-01))
            :op2 (e / enforce-01
                :ARG0 c
                :ARG1 (r3 / rule
                    :ARG1-of (n / new-01))))
        :poss c))
"
0,0_57,"# ::tok We will match monetary union with true economic union .
# ::alignments w~0 m~2 m2~3 u~4 t~6 e~7 u2~8
(m / match-01
    :ARG0 (w / we)
    :ARG1 (u / union-02
        :ARG1 (m2 / money))
    :ARG2 (u2 / union-02
        :ARG1 (e / economy)
        :ARG1-of (t / true-01)))
"
